filename	topic	identifier
corpus\eijf001.txt	20	eijf001
corpus\eijg001.txt	-1	eijg001
corpus\eijk008.txt	0	eijk008
corpus\eijk011.txt	-1	eijk011
corpus\eijk017.txt	-1	eijk017
corpus\eijk033.txt	0	eijk033
corpus\eijs001.txt	0	eijs001
corpus\ekke001.txt	0	ekke001
corpus\ekke003.txt	2	ekke003
corpus\ekke005.txt	0	ekke005
corpus\elau001.txt	37	elau001
corpus\elbu001.txt	0	elbu001
corpus\elde001.txt	0	elde001
corpus\elde005.txt	1	elde005
corpus\eleb001.txt	-1	eleb001
corpus\elem002.txt	27	elem002
corpus\elem003.txt	0	elem003
corpus\elem004.txt	0	elem004
corpus\elff001.txt	3	elff001
corpus\elia001.txt	0	elia001
corpus\elia002.txt	-1	elia002
corpus\elia006.txt	-1	elia006
corpus\elia032.txt	-1	elia032
corpus\elig001.txt	0	elig001
corpus\elin004.txt	-1	elin004
corpus\elin009.txt	-1	elin009
corpus\elio001.txt	0	elio001
corpus\elle004.txt	-1	elle004
corpus\elle013.txt	11	elle013
corpus\elle019.txt	16	elle019
corpus\elli002.txt	0	elli002
corpus\elmb001.txt	1	elmb001
corpus\elou003.txt	2	elou003
corpus\elou012.txt	0	elou012
corpus\elsa003.txt	2	elsa003
corpus\else032.txt	10	else032
corpus\elsh001.txt	0	elsh001
corpus\elsi002.txt	-1	elsi002
corpus\elsk004.txt	-1	elsk004
corpus\elsl002.txt	1	elsl002
corpus\elsm003.txt	0	elsm003
corpus\elss001.txt	-1	elss001
corpus\elst006.txt	2	elst006
corpus\elst007.txt	35	elst007
corpus\elst017.txt	-1	elst017
corpus\elzi002.txt	3	elzi002
corpus\eman001.txt	-1	eman001
corpus\eman002.txt	0	eman002
corpus\emde004.txt	-1	emde004
corpus\emde008.txt	18	emde008
corpus\emei001.txt	20	emei001
corpus\emme002.txt	0	emme002
corpus\emme004.txt	0	emme004
corpus\emme020.txt	6	emme020
corpus\ende003.txt	1	ende003
corpus\endt001.txt	-1	endt001
corpus\enge004.txt	0	enge004
corpus\enge012.txt	0	enge012
corpus\enge016.txt	0	enge016
corpus\enge027.txt	-1	enge027
corpus\enge037.txt	-1	enge037
corpus\enge041.txt	4	enge041
corpus\enge042.txt	-1	enge042
corpus\enge043.txt	-1	enge043
corpus\enge044.txt	21	enge044
corpus\enge056.txt	2	enge056
corpus\enge090.txt	38	enge090
corpus\enge098.txt	8	enge098
corpus\enge145.txt	4	enge145
corpus\eng_001.txt	-1	eng_001
corpus\enkl001.txt	-1	enkl001
corpus\enkl004.txt	-1	enkl004
corpus\enkl009.txt	0	enkl009
corpus\enk_001.txt	1	enk_001
corpus\enqu001.txt	0	enqu001
corpus\ensc001.txt	6	ensc001
corpus\ensc012.txt	6	ensc012
corpus\entj001.txt	1	entj001
corpus\ent_001.txt	0	ent_001
corpus\ent_003.txt	47	ent_003
corpus\enzi001.txt	0	enzi001
corpus\eras001.txt	-1	eras001
corpus\erem004.txt	0	erem004
corpus\eren001.txt	0	eren001
corpus\eren003.txt	15	eren003
corpus\erke011.txt	-1	erke011
corpus\erne001.txt	1	erne001
corpus\erne004.txt	-1	erne004
corpus\esch005.txt	2	esch005
corpus\esch014.txt	4	esch014
corpus\esme001.txt	-1	esme001
corpus\esse030.txt	15	esse030
corpus\esse037.txt	-1	esse037
corpus\este001.txt	16	este001
corpus\esve002.txt	6	esve002
corpus\es__001.txt	2	es__001
corpus\etma001.txt	0	etma001
corpus\etty001.txt	-1	etty001
corpus\etty002.txt	0	etty002
corpus\ett_001.txt	50	ett_001
corpus\evel001.txt	1	evel001
corpus\even001.txt	9	even001
corpus\even007.txt	-1	even007
corpus\even010.txt	2	even010
corpus\ever012.txt	0	ever012
corpus\ever027.txt	3	ever027
corpus\ever028.txt	-1	ever028
corpus\ever114.txt	2	ever114
corpus\ever115.txt	0	ever115
corpus\ever127.txt	0	ever127
corpus\ever128.txt	0	ever128
corpus\ever138.txt	2	ever138
corpus\ever147.txt	0	ever147
corpus\extr001.txt	3	extr001
corpus\eybe001.txt	0	eybe001
corpus\eyck001.txt	0	eyck001
corpus\eyck006.txt	-1	eyck006
corpus\eyck034.txt	0	eyck034
corpus\eyck036.txt	0	eyck036
corpus\eyke004.txt	0	eyke004
corpus\eykm002.txt	3	eykm002
corpus\eyk_002.txt	0	eyk_002
corpus\eyk_012.txt	8	eyk_012
corpus\eyle004.txt	-1	eyle004
corpus\eyma001.txt	7	eyma001
corpus\eynd007.txt	-1	eynd007
corpus\eynd022.txt	-1	eynd022
corpus\eysi001.txt	6	eysi001
corpus\eysk002.txt	-1	eysk002
corpus\eyss002.txt	-1	eyss002
corpus\eyss003.txt	1	eyss003
corpus\faas001.txt	-1	faas001
corpus\faas004.txt	51	faas004
corpus\faas005.txt	-1	faas005
corpus\fabe001.txt	0	fabe001
corpus\fabe010.txt	5	fabe010
corpus\fabe011.txt	2	fabe011
corpus\fabi001.txt	-1	fabi001
corpus\fabr004.txt	-1	fabr004
corpus\fabr005.txt	0	fabr005
corpus\fadd001.txt	1	fadd001
corpus\faes001.txt	-1	faes001
corpus\fall004.txt	-1	fall004
corpus\fare002.txt	0	fare002
corpus\farn002.txt	-1	farn002
corpus\fass001.txt	1	fass001
corpus\fave001.txt	0	fave001
corpus\febe001.txt	-1	febe001
corpus\febe002.txt	5	febe002
corpus\febr001.txt	0	febr001
corpus\feen004.txt	0	feen004
corpus\feen005.txt	1	feen005
corpus\feen006.txt	1	feen006
corpus\fehm001.txt	-1	fehm001
corpus\fehr001.txt	-1	fehr001
corpus\feit008.txt	-1	feit008
corpus\feit013.txt	-1	feit013
corpus\feit015.txt	-1	feit015
corpus\feit026.txt	-1	feit026
corpus\fekk001.txt	0	fekk001
corpus\felt008.txt	-1	felt008
corpus\fenn009.txt	-1	fenn009
corpus\fens001.txt	0	fens001
corpus\fens002.txt	-1	fens002
corpus\ferd002.txt	0	ferd002
corpus\ferg003.txt	0	ferg003
corpus\ferr003.txt	0	ferr003
corpus\ferr022.txt	1	ferr022
corpus\ferw005.txt	2	ferw005
corpus\fesk001.txt	2	fesk001
corpus\feui002.txt	4	feui002
corpus\feys006.txt	0	feys006
corpus\fier010.txt	1	fier010
corpus\fijn002.txt	2	fijn002
corpus\fill002.txt	0	fill002
corpus\fimm001.txt	-1	fimm001
corpus\fior001.txt	0	fior001
corpus\fisc004.txt	-1	fisc004
corpus\flam005.txt	-1	flam005
corpus\flam011.txt	31	flam011
corpus\flan001.txt	-1	flan001
corpus\flax001.txt	2	flax001
corpus\flee001.txt	0	flee001
corpus\flin009.txt	-1	flin009
corpus\flip004.txt	0	flip004
corpus\flor007.txt	29	flor007
corpus\flot001.txt	39	flot001
corpus\fock001.txt	-1	fock001
corpus\fock004.txt	2	fock004
corpus\fock012.txt	2	fock012
corpus\fock033.txt	-1	fock033
corpus\fock036.txt	-1	fock036
corpus\fokk005.txt	-1	fokk005
corpus\fokk007.txt	1	fokk007
corpus\fokk008.txt	40	fokk008
corpus\fokk015.txt	-1	fokk015
corpus\fokk016.txt	19	fokk016
corpus\fokk018.txt	-1	fokk018
corpus\fokk037.txt	0	fokk037
corpus\fonc001.txt	0	fonc001
corpus\fond002.txt	19	fond002
corpus\font006.txt	-1	font006
corpus\font014.txt	-1	font014
corpus\font045.txt	16	font045
corpus\fool001.txt	3	fool001
corpus\fopp002.txt	0	fopp002
corpus\fopp004.txt	9	fopp004
corpus\form001.txt	1	form001
corpus\fors003.txt	-1	fors003
corpus\fors012.txt	11	fors012
corpus\fort020.txt	0	fort020
corpus\frae005.txt	-1	frae005
corpus\frai004.txt	17	frai004
corpus\fran006.txt	-1	fran006
corpus\fran007.txt	0	fran007
corpus\fran008.txt	5	fran008
corpus\fran016.txt	-1	fran016
corpus\fran023.txt	0	fran023
corpus\fran024.txt	0	fran024
corpus\fran029.txt	0	fran029
corpus\fran036.txt	-1	fran036
corpus\fran038.txt	37	fran038
corpus\fran046.txt	-1	fran046
corpus\fran047.txt	4	fran047
corpus\fran048.txt	-1	fran048
corpus\fran056.txt	7	fran056
corpus\fran137.txt	0	fran137
corpus\fran139.txt	-1	fran139
corpus\fran143.txt	-1	fran143
corpus\fran150.txt	18	fran150
corpus\fran169.txt	0	fran169
corpus\fran198.txt	20	fran198
corpus\fran230.txt	0	fran230
corpus\fred002.txt	36	fred002
corpus\fred006.txt	-1	fred006
corpus\free003.txt	0	free003
corpus\frem013.txt	2	frem013
corpus\fren005.txt	0	fren005
corpus\fren014.txt	-1	fren014
corpus\fren025.txt	3	fren025
corpus\frer001.txt	-1	frer001
corpus\frer002.txt	0	frer002
corpus\fres001.txt	0	fres001
corpus\fres002.txt	1	fres002
corpus\fres008.txt	2	fres008
corpus\fret003.txt	8	fret003
corpus\fret004.txt	0	fret004
corpus\freu002.txt	2	freu002
corpus\frie004.txt	0	frie004
corpus\frij004.txt	-1	frij004
corpus\frij005.txt	2	frij005
corpus\frij006.txt	-1	frij006
corpus\frij010.txt	-1	frij010
corpus\frij012.txt	0	frij012
corpus\fris002.txt	0	fris002
corpus\froe001.txt	8	froe001
corpus\froe002.txt	-1	froe002
corpus\from003.txt	4	from003
corpus\frui001.txt	1	frui001
corpus\fuch003.txt	0	fuch003
corpus\fukk002.txt	0	fukk002
corpus\fuld001.txt	2	fuld001
corpus\funk005.txt	1	funk005
corpus\furn003.txt	27	furn003
corpus\furs001.txt	2	furs001
corpus\gaag002.txt	-1	gaag002
corpus\gaar001.txt	0	gaar001
corpus\gaay001.txt	-1	gaay001
corpus\gabr010.txt	-1	gabr010
corpus\gad_001.txt	15	gad_001
corpus\gaef001.txt	2	gaef001
corpus\gaja001.txt	0	gaja001
corpus\gald002.txt	3	gald002
corpus\gali003.txt	7	gali003
corpus\gall003.txt	-1	gall003
corpus\gall005.txt	-1	gall005
corpus\gall006.txt	-1	gall006
corpus\gall008.txt	2	gall008
corpus\gall036.txt	46	gall036
corpus\gang001.txt	0	gang001
corpus\gans015.txt	15	gans015
corpus\gant001.txt	1	gant001
corpus\garc001.txt	3	garc001
corpus\gard014.txt	4	gard014
corpus\garm002.txt	14	garm002
corpus\gars004.txt	0	gars004
corpus\gars005.txt	0	gars005
corpus\gasp001.txt	0	gasp001
corpus\gasp002.txt	40	gasp002
corpus\gave001.txt	0	gave001
corpus\geel001.txt	0	geel001
corpus\geel002.txt	0	geel002
corpus\geel003.txt	-1	geel003
corpus\geel005.txt	0	geel005
corpus\geem001.txt	0	geem001
corpus\geer004.txt	36	geer004
corpus\geer006.txt	2	geer006
corpus\geer007.txt	0	geer007
corpus\geer013.txt	-1	geer013
corpus\geer016.txt	3	geer016
corpus\geer023.txt	28	geer023
corpus\geer025.txt	1	geer025
corpus\geer043.txt	38	geer043
corpus\geer071.txt	-1	geer071
corpus\geer099.txt	-1	geer099
corpus\geer107.txt	4	geer107
corpus\geer118.txt	0	geer118
corpus\gees003.txt	-1	gees003
corpus\gees006.txt	-1	gees006
corpus\geff006.txt	-1	geff006
corpus\geld001.txt	0	geld001
corpus\geld002.txt	0	geld002
corpus\geld003.txt	5	geld003
corpus\geld004.txt	-1	geld004
corpus\geld007.txt	0	geld007
corpus\geld008.txt	-1	geld008
corpus\geld021.txt	-1	geld021
corpus\geld022.txt	0	geld022
corpus\geld025.txt	44	geld025
corpus\geld026.txt	-1	geld026
corpus\geld028.txt	-1	geld028
corpus\geld030.txt	3	geld030
corpus\geld066.txt	23	geld066
corpus\geld072.txt	0	geld072
corpus\gele003.txt	-1	gele003
corpus\gelu001.txt	0	gelu001
corpus\gend001.txt	0	gend001
corpus\gene001.txt	-1	gene001
corpus\gene002.txt	0	gene002
corpus\gent005.txt	28	gent005
corpus\gent016.txt	-1	gent016
corpus\geor002.txt	2	geor002
corpus\gera025.txt	-1	gera025
corpus\gerb001.txt	7	gerb001
corpus\gerb003.txt	17	gerb003
corpus\gerb005.txt	-1	gerb005
corpus\gerd011.txt	-1	gerd011
corpus\gerd014.txt	-1	gerd014
corpus\gerh002.txt	0	gerh002
corpus\gerh004.txt	-1	gerh004
corpus\geri001.txt	-1	geri001
corpus\geri004.txt	0	geri004
corpus\gerl001.txt	0	gerl001
corpus\gerl003.txt	4	gerl003
corpus\gerl020.txt	-1	gerl020
corpus\germ003.txt	0	germ003
corpus\gerr007.txt	3	gerr007
corpus\gerr009.txt	10	gerr009
corpus\gerr010.txt	0	gerr010
corpus\gerr015.txt	1	gerr015
corpus\gerr025.txt	0	gerr025
corpus\gerr037.txt	18	gerr037
corpus\gerr051.txt	4	gerr051
corpus\gerr079.txt	0	gerr079
corpus\gers003.txt	0	gers003
corpus\gerv003.txt	16	gerv003
corpus\gesp002.txt	8	gesp002
corpus\gest002.txt	3	gest002
corpus\gest006.txt	0	gest006
corpus\geuf001.txt	-1	geuf001
corpus\geun001.txt	0	geun001
corpus\geun004.txt	5	geun004
corpus\geun007.txt	0	geun007
corpus\geur004.txt	-1	geur004
corpus\geus001.txt	0	geus001
corpus\geus013.txt	-1	geus013
corpus\gewi001.txt	-1	gewi001
corpus\gewi003.txt	-1	gewi003
corpus\geyl001.txt	-1	geyl001
corpus\geyl002.txt	-1	geyl002
corpus\geys004.txt	42	geys004
corpus\geyt001.txt	0	geyt001
corpus\geze001.txt	0	geze001
corpus\geze002.txt	0	geze002
corpus\ghee005.txt	1	ghee005
corpus\ghel002.txt	-1	ghel002
corpus\ghes002.txt	-1	ghes002
corpus\ghes010.txt	0	ghes010
corpus\ghij001.txt	-1	ghij001
corpus\ghys005.txt	0	ghys005
corpus\giel002.txt	5	giel002
corpus\giel011.txt	2	giel011
corpus\gier001.txt	-1	gier001
corpus\gies001.txt	0	gies001
corpus\giez002.txt	-1	giez002
corpus\gijs002.txt	3	gijs002
corpus\gijs005.txt	0	gijs005
corpus\gijs006.txt	0	gijs006
corpus\gijs007.txt	0	gijs007
corpus\gijs008.txt	0	gijs008
corpus\gijs009.txt	14	gijs009
corpus\gild005.txt	-1	gild005
corpus\gilf001.txt	-1	gilf001
corpus\gilg001.txt	3	gilg001
corpus\gili001.txt	3	gili001
corpus\gill002.txt	-1	gill002
corpus\gill003.txt	0	gill003
corpus\gill052.txt	-1	gill052
corpus\gils003.txt	-1	gils003
corpus\gils004.txt	3	gils004
corpus\gils005.txt	-1	gils005
corpus\gils007.txt	2	gils007
corpus\ginn001.txt	-1	ginn001
corpus\gin_001.txt	0	gin_001
corpus\gise001.txt	0	gise001
corpus\gitt002.txt	-1	gitt002
corpus\glas006.txt	4	glas006
corpus\glas011.txt	8	glas011
corpus\glaz005.txt	-1	glaz005
corpus\glei001.txt	2	glei001
corpus\glot002.txt	0	glot002
corpus\gobb001.txt	2	gobb001
corpus\gobe002.txt	4	gobe002
corpus\gobe005.txt	4	gobe005
corpus\gobe011.txt	0	gobe011
corpus\gobl003.txt	-1	gobl003
corpus\gode006.txt	2	gode006
corpus\goed003.txt	32	goed003
corpus\goed004.txt	-1	goed004
corpus\goed005.txt	0	goed005
corpus\goed011.txt	31	goed011
corpus\goed036.txt	8	goed036
corpus\goed044.txt	0	goed044
corpus\goej002.txt	2	goej002
corpus\goej003.txt	4	goej003
corpus\goem001.txt	2	goem001
corpus\goem002.txt	5	goem002
corpus\goes001.txt	5	goes001
corpus\goes005.txt	-1	goes005
corpus\goet007.txt	0	goet007
corpus\goet028.txt	-1	goet028
corpus\goet030.txt	-1	goet030
corpus\goet034.txt	-1	goet034
corpus\goet042.txt	-1	goet042
corpus\goet046.txt	0	goet046
corpus\goev001.txt	0	goev001
corpus\goev002.txt	-1	goev002
corpus\goff006.txt	-1	goff006
corpus\gogh002.txt	0	gogh002
corpus\gold002.txt	-1	gold002
corpus\golt001.txt	0	golt001
corpus\golt003.txt	29	golt003
corpus\golt004.txt	-1	golt004
corpus\gomm002.txt	-1	gomm002
corpus\gomm005.txt	-1	gomm005
corpus\gomp002.txt	0	gomp002
corpus\gomp005.txt	-1	gomp005
corpus\gond002.txt	-1	gond002
corpus\gong002.txt	-1	gong002
corpus\good005.txt	-1	good005
corpus\goor005.txt	17	goor005
corpus\goos003.txt	14	goos003
corpus\goos006.txt	0	goos006
corpus\goos010.txt	1	goos010
corpus\goos014.txt	51	goos014
corpus\gori001.txt	-1	gori001
corpus\gori003.txt	4	gori003
corpus\gori020.txt	-1	gori020
corpus\gori027.txt	-1	gori027
corpus\gork001.txt	-1	gork001
corpus\gork005.txt	-1	gork005
corpus\gorp001.txt	2	gorp001
corpus\gorp002.txt	15	gorp002
corpus\gorp004.txt	-1	gorp004
corpus\gort004.txt	0	gort004
corpus\gort005.txt	2	gort005
corpus\gort006.txt	-1	gort006
corpus\gort024.txt	9	gort024
corpus\gosl001.txt	-1	gosl001
corpus\gosl003.txt	0	gosl003
corpus\goss001.txt	0	goss001
corpus\goss003.txt	-1	goss003
corpus\goss004.txt	-1	goss004
corpus\goud003.txt	0	goud003
corpus\goud004.txt	41	goud004
corpus\goud005.txt	0	goud005
corpus\goud010.txt	12	goud010
corpus\goud012.txt	0	goud012
corpus\goud026.txt	33	goud026
corpus\goud054.txt	-1	goud054
corpus\goud066.txt	0	goud066
corpus\goul002.txt	-1	goul002
corpus\gova001.txt	0	gova001
corpus\gova003.txt	-1	gova003
corpus\gova005.txt	0	gova005
corpus\gova009.txt	-1	gova009
corpus\gova013.txt	2	gova013
corpus\gove001.txt	0	gove001
corpus\goyv001.txt	3	goyv001
corpus\graa001.txt	0	graa001
corpus\graa003.txt	42	graa003
corpus\graa004.txt	-1	graa004
corpus\graa010.txt	-1	graa010
corpus\graa015.txt	0	graa015
corpus\graa025.txt	1	graa025
corpus\graa028.txt	-1	graa028
corpus\graa029.txt	-1	graa029
corpus\graa030.txt	-1	graa030
corpus\graa036.txt	-1	graa036
corpus\graa048.txt	0	graa048
corpus\graa062.txt	19	graa062
corpus\graa076.txt	-1	graa076
corpus\graa098.txt	-1	graa098
corpus\graa122.txt	-1	graa122
corpus\graa123.txt	-1	graa123
corpus\graf001.txt	-1	graf001
corpus\graf002.txt	-1	graf002
corpus\graf010.txt	2	graf010
corpus\gram001.txt	0	gram001
corpus\gram004.txt	4	gram004
corpus\gram013.txt	26	gram013
corpus\gran009.txt	19	gran009
corpus\gran022.txt	0	gran022
corpus\gran023.txt	0	gran023
corpus\gras009.txt	1	gras009
corpus\gras013.txt	5	gras013
corpus\grat001.txt	-1	grat001
corpus\grat003.txt	-1	grat003
corpus\grau002.txt	0	grau002
corpus\grav004.txt	0	grav004
corpus\grav052.txt	-1	grav052
corpus\greg001.txt	0	greg001
corpus\greg002.txt	-1	greg002
corpus\grei004.txt	3	grei004
corpus\gres002.txt	0	gres002
corpus\gres005.txt	13	gres005
corpus\grev001.txt	-1	grev001
corpus\grev002.txt	0	grev002
corpus\grev010.txt	-1	grev010
corpus\grie005.txt	0	grie005
corpus\grif011.txt	0	grif011
corpus\grij003.txt	-1	grij003
corpus\grij006.txt	6	grij006
corpus\grin002.txt	0	grin002
corpus\grit001.txt	1	grit001
corpus\griv001.txt	2	griv001
corpus\groe017.txt	0	groe017
corpus\groe018.txt	-1	groe018
corpus\groe023.txt	-1	groe023
corpus\groe026.txt	1	groe026
corpus\groe035.txt	-1	groe035
corpus\groe046.txt	-1	groe046
corpus\groe048.txt	-1	groe048
corpus\groe055.txt	10	groe055
corpus\groe104.txt	18	groe104
corpus\groe114.txt	31	groe114
corpus\groe116.txt	-1	groe116
corpus\groe133.txt	-1	groe133
corpus\groe192.txt	0	groe192
corpus\groe205.txt	0	groe205
corpus\grol009.txt	-1	grol009
corpus\gron009.txt	-1	gron009
corpus\gron014.txt	0	gron014
corpus\groo004.txt	-1	groo004
corpus\groo006.txt	-1	groo006
corpus\groo012.txt	1	groo012
corpus\groo014.txt	0	groo014
corpus\groo015.txt	0	groo015
corpus\groo018.txt	0	groo018
corpus\groo024.txt	-1	groo024
corpus\groo028.txt	-1	groo028
corpus\groo030.txt	0	groo030
corpus\groo037.txt	-1	groo037
corpus\groo043.txt	-1	groo043
corpus\groo044.txt	8	groo044
corpus\groo045.txt	1	groo045
corpus\groo051.txt	2	groo051
corpus\groo057.txt	3	groo057
corpus\groo063.txt	-1	groo063
corpus\groo066.txt	-1	groo066
corpus\groo071.txt	3	groo071
corpus\groo100.txt	0	groo100
corpus\groo103.txt	6	groo103
corpus\groo135.txt	-1	groo135
corpus\groo158.txt	-1	groo158
corpus\groo185.txt	52	groo185
corpus\groo187.txt	-1	groo187
corpus\groo212.txt	0	groo212
corpus\groo213.txt	-1	groo213
corpus\gros005.txt	1	gros005
corpus\gros010.txt	-1	gros010
corpus\gros025.txt	13	gros025
corpus\grov001.txt	-1	grov001
corpus\grub004.txt	8	grub004
corpus\grui001.txt	1	grui001
corpus\grun001.txt	32	grun001
corpus\grut003.txt	-1	grut003
corpus\gruw001.txt	0	gruw001
corpus\gruy003.txt	0	gruy003
corpus\gruy005.txt	-1	gruy005
corpus\gryp002.txt	-1	gryp002
corpus\guch012.txt	12	guch012
corpus\guep001.txt	13	guep001
corpus\guie001.txt	13	guie001
corpus\guna001.txt	0	guna001
corpus\gunn002.txt	0	gunn002
corpus\gunn004.txt	-1	gunn004
corpus\guns006.txt	-1	guns006
corpus\guns008.txt	-1	guns008
corpus\gupt001.txt	3	gupt001
corpus\guss001.txt	3	guss001
corpus\guss002.txt	0	guss002
corpus\gyse001.txt	0	gyse001
corpus\gyse004.txt	-1	gyse004
corpus\haag001.txt	3	haag001
corpus\haak003.txt	26	haak003
corpus\haak009.txt	8	haak009
corpus\haak010.txt	0	haak010
corpus\haak020.txt	-1	haak020
corpus\haan004.txt	10	haan004
corpus\haan005.txt	3	haan005
corpus\haan007.txt	-1	haan007
corpus\haan008.txt	0	haan008
corpus\haan009.txt	-1	haan009
corpus\haan010.txt	-1	haan010
corpus\haan013.txt	51	haan013
corpus\haan014.txt	-1	haan014
corpus\haan018.txt	3	haan018
corpus\haan019.txt	31	haan019
corpus\haan022.txt	1	haan022
corpus\haan027.txt	-1	haan027
corpus\haan029.txt	-1	haan029
corpus\haan039.txt	7	haan039
corpus\haan040.txt	0	haan040
corpus\haan074.txt	-1	haan074
corpus\haan100.txt	0	haan100
corpus\haar010.txt	-1	haar010
corpus\haar014.txt	17	haar014
corpus\haar047.txt	-1	haar047
corpus\haas009.txt	0	haas009
corpus\haas011.txt	3	haas011
corpus\haas013.txt	-1	haas013
corpus\haas021.txt	2	haas021
corpus\haas040.txt	33	haas040
corpus\haas042.txt	0	haas042
corpus\habe003.txt	2	habe003
corpus\habe010.txt	5	habe010
corpus\habi001.txt	0	habi001
corpus\habi002.txt	-1	habi002
corpus\hacc002.txt	4	hacc002
corpus\hack013.txt	19	hack013
corpus\hade001.txt	-1	hade001
corpus\haeg003.txt	0	haeg003
corpus\haer001.txt	1	haer001
corpus\haer003.txt	0	haer003
corpus\haer004.txt	0	haer004
corpus\haer060.txt	-1	haer060
corpus\haer064.txt	0	haer064
corpus\haes003.txt	0	haes003
corpus\haes006.txt	0	haes006
corpus\haes007.txt	-1	haes007
corpus\haes010.txt	3	haes010
corpus\haes016.txt	3	haes016
corpus\haes029.txt	13	haes029
corpus\haft001.txt	0	haft001
corpus\hage001.txt	49	hage001
corpus\hage009.txt	-1	hage009
corpus\hage019.txt	-1	hage019
corpus\hage021.txt	-1	hage021
corpus\hage082.txt	0	hage082
corpus\hagh001.txt	0	hagh001
corpus\hagt001.txt	-1	hagt001
corpus\hahn001.txt	2	hahn001
corpus\haig002.txt	-1	haig002
corpus\haim001.txt	0	haim001
corpus\haje001.txt	38	haje001
corpus\hake001.txt	3	hake001
corpus\hakf001.txt	8	hakf001
corpus\hakh001.txt	0	hakh001
corpus\halb003.txt	-1	halb003
corpus\halb011.txt	-1	halb011
corpus\half003.txt	15	half003
corpus\hall002.txt	0	hall002
corpus\hall005.txt	-1	hall005
corpus\hall007.txt	-1	hall007
corpus\hall008.txt	0	hall008
corpus\hall016.txt	-1	hall016
corpus\hall047.txt	-1	hall047
corpus\hals002.txt	-1	hals002
corpus\hama002.txt	3	hama002
corpus\hama006.txt	5	hama006
corpus\hama008.txt	11	hama008
corpus\hamb002.txt	-1	hamb002
corpus\hamb006.txt	-1	hamb006
corpus\hamb008.txt	-1	hamb008
corpus\hame001.txt	0	hame001
corpus\hame004.txt	0	hame004
corpus\hame009.txt	16	hame009
corpus\hame013.txt	-1	hame013
corpus\hame014.txt	-1	hame014
corpus\hamm003.txt	0	hamm003
corpus\hamm005.txt	1	hamm005
corpus\hamm006.txt	0	hamm006
corpus\hamm012.txt	-1	hamm012
corpus\ham_002.txt	1	ham_002
corpus\ham_013.txt	-1	ham_013
corpus\ham_016.txt	3	ham_016
corpus\hane004.txt	-1	hane004
corpus\hanl001.txt	0	hanl001
corpus\hann001.txt	0	hann001
corpus\hann025.txt	-1	hann025
corpus\hano002.txt	16	hano002
corpus\hans012.txt	0	hans012
corpus\hans017.txt	0	hans017
corpus\harb002.txt	2	harb002
corpus\hard003.txt	1	hard003
corpus\hare001.txt	0	hare001
corpus\harg003.txt	2	harg003
corpus\hari036.txt	0	hari036
corpus\harl007.txt	-1	harl007
corpus\harm005.txt	11	harm005
corpus\harm006.txt	-1	harm006
corpus\hart004.txt	3	hart004
corpus\hart006.txt	9	hart006
corpus\hart007.txt	1	hart007
corpus\hart008.txt	0	hart008
corpus\hart011.txt	0	hart011
corpus\hart012.txt	0	hart012
corpus\hart014.txt	2	hart014
corpus\hart018.txt	-1	hart018
corpus\hart021.txt	0	hart021
corpus\hart030.txt	0	hart030
corpus\hart047.txt	11	hart047
corpus\hart056.txt	2	hart056
corpus\hart059.txt	4	hart059
corpus\hart062.txt	-1	hart062
corpus\hart064.txt	11	hart064
corpus\hart067.txt	-1	hart067
corpus\hart136.txt	-1	hart136
corpus\hart163.txt	0	hart163
corpus\hart210.txt	0	hart210
corpus\hase002.txt	0	hase002
corpus\hase004.txt	-1	hase004
corpus\hasl001.txt	7	hasl001
corpus\hasp001.txt	0	hasp001
corpus\hass001.txt	0	hass001
corpus\hass007.txt	12	hass007
corpus\hass014.txt	12	hass014
corpus\hass053.txt	50	hass053
corpus\hass054.txt	3	hass054
corpus\hatt004.txt	0	hatt004
corpus\hauw003.txt	3	hauw003
corpus\have002.txt	-1	have002
corpus\have007.txt	-1	have007
corpus\have010.txt	0	have010
corpus\have018.txt	9	have018
corpus\have019.txt	23	have019
corpus\have021.txt	-1	have021
corpus\have048.txt	-1	have048
corpus\haze005.txt	-1	haze005
corpus\hazi001.txt	4	hazi001
corpus\heck001.txt	2	heck001
corpus\heck002.txt	0	heck002
corpus\heck006.txt	17	heck006
corpus\heck013.txt	-1	heck013
corpus\heec002.txt	-1	heec002
corpus\heed003.txt	0	heed003
corpus\heek003.txt	1	heek003
corpus\heem010.txt	-1	heem010
corpus\heem011.txt	0	heem011
corpus\heem020.txt	-1	heem020
corpus\heem091.txt	-1	heem091
corpus\heem092.txt	-1	heem092
corpus\heer004.txt	1	heer004
corpus\heer005.txt	-1	heer005
corpus\heer010.txt	0	heer010
corpus\heer014.txt	0	heer014
corpus\heer017.txt	0	heer017
corpus\heer023.txt	0	heer023
corpus\heer026.txt	-1	heer026
corpus\heer031.txt	-1	heer031
corpus\heer033.txt	52	heer033
corpus\heer034.txt	-1	heer034
corpus\heer044.txt	0	heer044
corpus\heer082.txt	-1	heer082
corpus\heer112.txt	0	heer112
corpus\hees002.txt	-1	hees002
corpus\hees005.txt	1	hees005
corpus\hees011.txt	0	hees011
corpus\hees021.txt	-1	hees021
corpus\hees024.txt	0	hees024
corpus\hees025.txt	-1	hees025
corpus\hees033.txt	-1	hees033
corpus\heet001.txt	0	heet001
corpus\heev001.txt	0	heev001
corpus\hee_003.txt	0	hee_003
corpus\heft001.txt	-1	heft001
