filename	topic	identifier
corpus\sand031.txt	2	sand031
corpus\sand036.txt	25	sand036
corpus\sand140.txt	0	sand140
corpus\sand166.txt	-1	sand166
corpus\sang008.txt	0	sang008
corpus\sani001.txt	0	sani001
corpus\sann008.txt	12	sann008
corpus\sant003.txt	-1	sant003
corpus\sant010.txt	0	sant010
corpus\sant017.txt	-1	sant017
corpus\sant059.txt	-1	sant059
corpus\sari003.txt	19	sari003
corpus\sarl001.txt	8	sarl001
corpus\sart018.txt	-1	sart018
corpus\sass001.txt	3	sass001
corpus\sass002.txt	-1	sass002
corpus\sass009.txt	-1	sass009
corpus\sass010.txt	1	sass010
corpus\sass011.txt	2	sass011
corpus\saut001.txt	-1	saut001
corpus\sauw001.txt	0	sauw001
corpus\savo002.txt	1	savo002
corpus\scha004.txt	0	scha004
corpus\scha005.txt	15	scha005
corpus\scha009.txt	0	scha009
corpus\scha024.txt	-1	scha024
corpus\scha027.txt	0	scha027
corpus\scha033.txt	-1	scha033
corpus\scha035.txt	10	scha035
corpus\scha036.txt	25	scha036
corpus\scha039.txt	-1	scha039
corpus\scha041.txt	35	scha041
corpus\scha042.txt	0	scha042
corpus\scha043.txt	0	scha043
corpus\scha062.txt	-1	scha062
corpus\scha065.txt	2	scha065
corpus\scha068.txt	-1	scha068
corpus\scha071.txt	-1	scha071
corpus\scha073.txt	7	scha073
corpus\scha079.txt	0	scha079
corpus\scha080.txt	35	scha080
corpus\scha139.txt	0	scha139
corpus\scha191.txt	6	scha191
corpus\scha197.txt	-1	scha197
corpus\scha230.txt	11	scha230
corpus\scha249.txt	-1	scha249
corpus\scha260.txt	-1	scha260
corpus\sche005.txt	20	sche005
corpus\sche010.txt	-1	sche010
corpus\sche017.txt	0	sche017
corpus\sche025.txt	3	sche025
corpus\sche032.txt	-1	sche032
corpus\sche033.txt	-1	sche033
corpus\sche034.txt	-1	sche034
corpus\sche036.txt	3	sche036
corpus\sche037.txt	27	sche037
corpus\sche038.txt	21	sche038
corpus\sche040.txt	0	sche040
corpus\sche043.txt	0	sche043
corpus\sche047.txt	0	sche047
corpus\sche049.txt	1	sche049
corpus\sche051.txt	0	sche051
corpus\sche054.txt	3	sche054
corpus\sche070.txt	22	sche070
corpus\sche081.txt	0	sche081
corpus\sche083.txt	50	sche083
corpus\sche087.txt	38	sche087
corpus\sche117.txt	3	sche117
corpus\sche124.txt	35	sche124
corpus\sche127.txt	1	sche127
corpus\sche222.txt	0	sche222
corpus\sche237.txt	0	sche237
corpus\sche318.txt	2	sche318
corpus\sche326.txt	-1	sche326
corpus\sche342.txt	0	sche342
corpus\sche386.txt	-1	sche386
corpus\sche406.txt	-1	sche406
corpus\sche415.txt	0	sche415
corpus\schi003.txt	-1	schi003
corpus\schi018.txt	-1	schi018
corpus\schi026.txt	-1	schi026
corpus\schi027.txt	40	schi027
corpus\schi029.txt	0	schi029
corpus\schi047.txt	16	schi047
corpus\schi048.txt	1	schi048
corpus\schi049.txt	1	schi049
corpus\schi057.txt	0	schi057
corpus\schi059.txt	-1	schi059
corpus\schi063.txt	27	schi063
corpus\schi172.txt	-1	schi172
corpus\schi225.txt	0	schi225
corpus\schl007.txt	0	schl007
corpus\schm005.txt	9	schm005
corpus\schm014.txt	0	schm014
corpus\schm016.txt	0	schm016
corpus\schm017.txt	-1	schm017
corpus\schm018.txt	-1	schm018
corpus\schm020.txt	-1	schm020
corpus\schm023.txt	4	schm023
corpus\schm027.txt	0	schm027
corpus\schm077.txt	11	schm077
corpus\schm086.txt	-1	schm086
corpus\schm113.txt	0	schm113
corpus\schm116.txt	19	schm116
corpus\schn005.txt	-1	schn005
corpus\schn008.txt	5	schn008
corpus\schn009.txt	0	schn009
corpus\schn017.txt	-1	schn017
corpus\schn018.txt	4	schn018
corpus\schn032.txt	18	schn032
corpus\scho003.txt	3	scho003
corpus\scho012.txt	0	scho012
corpus\scho018.txt	-1	scho018
corpus\scho020.txt	-1	scho020
corpus\scho038.txt	-1	scho038
corpus\scho047.txt	0	scho047
corpus\scho061.txt	3	scho061
corpus\scho063.txt	0	scho063
corpus\scho068.txt	0	scho068
corpus\scho069.txt	0	scho069
corpus\scho074.txt	1	scho074
corpus\scho076.txt	15	scho076
corpus\scho107.txt	0	scho107
corpus\scho112.txt	1	scho112
corpus\scho114.txt	1	scho114
corpus\scho115.txt	1	scho115
corpus\scho116.txt	-1	scho116
corpus\scho120.txt	24	scho120
corpus\scho121.txt	-1	scho121
corpus\scho122.txt	36	scho122
corpus\scho123.txt	20	scho123
corpus\scho124.txt	-1	scho124
corpus\scho125.txt	27	scho125
corpus\scho141.txt	1	scho141
corpus\scho142.txt	-1	scho142
corpus\scho143.txt	4	scho143
corpus\scho147.txt	-1	scho147
corpus\scho150.txt	5	scho150
corpus\scho156.txt	-1	scho156
corpus\scho158.txt	4	scho158
corpus\scho237.txt	-1	scho237
corpus\scho258.txt	16	scho258
corpus\scho259.txt	9	scho259
corpus\scho263.txt	-1	scho263
corpus\scho267.txt	-1	scho267
corpus\scho353.txt	14	scho353
corpus\scho357.txt	-1	scho357
corpus\scho360.txt	2	scho360
corpus\scho483.txt	2	scho483
corpus\scho491.txt	0	scho491
corpus\scho527.txt	34	scho527
corpus\scho533.txt	25	scho533
corpus\scho535.txt	0	scho535
corpus\scho536.txt	-1	scho536
corpus\scho537.txt	0	scho537
corpus\scho575.txt	-1	scho575
corpus\schr008.txt	-1	schr008
corpus\schr014.txt	0	schr014
corpus\schr018.txt	3	schr018
corpus\schr021.txt	-1	schr021
corpus\schr035.txt	0	schr035
corpus\schr054.txt	1	schr054
corpus\schr061.txt	-1	schr061
corpus\schr062.txt	8	schr062
corpus\schr066.txt	3	schr066
corpus\schr125.txt	12	schr125
corpus\schr130.txt	2	schr130
corpus\schr162.txt	-1	schr162
corpus\schr163.txt	-1	schr163
corpus\schr204.txt	-1	schr204
corpus\schr232.txt	0	schr232
corpus\schu004.txt	-1	schu004
corpus\schu016.txt	-1	schu016
corpus\schu018.txt	-1	schu018
corpus\schu021.txt	15	schu021
corpus\schu027.txt	-1	schu027
corpus\schu031.txt	3	schu031
corpus\schu035.txt	0	schu035
corpus\schu039.txt	2	schu039
corpus\schu042.txt	-1	schu042
corpus\schu044.txt	2	schu044
corpus\schu053.txt	-1	schu053
corpus\schu066.txt	1	schu066
corpus\schu069.txt	-1	schu069
corpus\schu070.txt	15	schu070
corpus\schu081.txt	3	schu081
corpus\schu128.txt	2	schu128
corpus\schu196.txt	4	schu196
corpus\schu199.txt	0	schu199
corpus\schu206.txt	33	schu206
corpus\schu215.txt	0	schu215
corpus\schu232.txt	0	schu232
corpus\schu238.txt	28	schu238
corpus\schu239.txt	4	schu239
corpus\schu240.txt	4	schu240
corpus\schu279.txt	-1	schu279
corpus\schu300.txt	-1	schu300
corpus\schu306.txt	0	schu306
corpus\schu313.txt	2	schu313
corpus\schu331.txt	9	schu331
corpus\schw002.txt	2	schw002
corpus\schw015.txt	1	schw015
corpus\schw018.txt	3	schw018
corpus\schw059.txt	5	schw059
corpus\scia002.txt	0	scia002
corpus\seel001.txt	-1	seel001
corpus\seel003.txt	7	seel003
corpus\sega002.txt	11	sega002
corpus\sege001.txt	0	sege001
corpus\sege002.txt	0	sege002
corpus\sege003.txt	-1	sege003
corpus\sege009.txt	34	sege009
corpus\segh006.txt	0	segh006
corpus\seip002.txt	0	seip002
corpus\seko001.txt	0	seko001
corpus\seli002.txt	42	seli002
corpus\sell013.txt	0	sell013
corpus\selm001.txt	47	selm001
corpus\selm002.txt	7	selm002
corpus\semp002.txt	10	semp002
corpus\senc001.txt	-1	senc001
corpus\seng002.txt	0	seng002
corpus\seng005.txt	2	seng005
corpus\serm001.txt	-1	serm001
corpus\serr002.txt	0	serr002
corpus\serr009.txt	-1	serr009
corpus\serr010.txt	-1	serr010
corpus\serr012.txt	-1	serr012
corpus\serv002.txt	34	serv002
corpus\seur001.txt	-1	seur001
corpus\seur002.txt	-1	seur002
corpus\seve003.txt	-1	seve003
corpus\seve017.txt	1	seve017
corpus\seve018.txt	-1	seve018
corpus\seve022.txt	-1	seve022
corpus\seyf001.txt	-1	seyf001
corpus\shaw001.txt	-1	shaw001
corpus\shri001.txt	0	shri001
corpus\sibm001.txt	30	sibm001
corpus\sicc002.txt	-1	sicc002
corpus\sich001.txt	-1	sich001
corpus\sick003.txt	-1	sick003
corpus\sick006.txt	1	sick006
corpus\sick014.txt	-1	sick014
corpus\sieb001.txt	-1	sieb001
corpus\sieb010.txt	4	sieb010
corpus\sieg001.txt	51	sieg001
corpus\sieg004.txt	-1	sieg004
corpus\siem001.txt	-1	siem001
corpus\sier005.txt	-1	sier005
corpus\sier007.txt	3	sier007
corpus\sier013.txt	6	sier013
corpus\siff001.txt	13	siff001
corpus\sije001.txt	11	sije001
corpus\sijm001.txt	22	sijm001
corpus\sijm003.txt	0	sijm003
corpus\sijp005.txt	20	sijp005
corpus\sikk018.txt	0	sikk018
corpus\sikk019.txt	0	sikk019
corpus\sill005.txt	-1	sill005
corpus\simh001.txt	-1	simh001
corpus\simi002.txt	0	simi002
corpus\simo003.txt	0	simo003
corpus\simo010.txt	0	simo010
corpus\simo012.txt	0	simo012
corpus\simo013.txt	2	simo013
corpus\simo015.txt	14	simo015
corpus\simo016.txt	2	simo016
corpus\simo020.txt	-1	simo020
corpus\simo024.txt	-1	simo024
corpus\simo029.txt	3	simo029
corpus\simo030.txt	6	simo030
corpus\simo086.txt	-1	simo086
corpus\sinc001.txt	0	sinc001
corpus\sing005.txt	-1	sing005
corpus\sinn007.txt	10	sinn007
corpus\sint002.txt	36	sint002
corpus\siri001.txt	13	siri001
corpus\siri002.txt	0	siri002
corpus\sirk001.txt	1	sirk001
corpus\sirk002.txt	9	sirk002
corpus\sitt003.txt	8	sitt003
corpus\situ001.txt	0	situ001
corpus\sivi001.txt	-1	sivi001
corpus\six_004.txt	37	six_004
corpus\sizo001.txt	0	sizo001
corpus\sizo003.txt	1	sizo003
corpus\sjam001.txt	-1	sjam001
corpus\slag002.txt	1	slag002
corpus\slag005.txt	0	slag005
corpus\slag006.txt	0	slag006
corpus\slau001.txt	0	slau001
corpus\slee002.txt	0	slee002
corpus\slee005.txt	1	slee005
corpus\slee010.txt	33	slee010
corpus\sleu001.txt	-1	sleu001
corpus\slig002.txt	-1	slig002
corpus\slij002.txt	0	slij002
corpus\slin017.txt	2	slin017
corpus\slin018.txt	0	slin018
corpus\sloe002.txt	-1	sloe002
corpus\sloo007.txt	1	sloo007
corpus\sloo009.txt	7	sloo009
corpus\sloo010.txt	-1	sloo010
corpus\sloo032.txt	0	sloo032
corpus\sloo036.txt	-1	sloo036
corpus\slor001.txt	0	slor001
corpus\slot004.txt	-1	slot004
corpus\slot009.txt	1	slot009
corpus\slot027.txt	-1	slot027
corpus\slot031.txt	6	slot031
corpus\slui033.txt	-1	slui033
corpus\slui045.txt	-1	slui045
corpus\slui046.txt	-1	slui046
corpus\smab001.txt	0	smab001
corpus\smal021.txt	-1	smal021
corpus\smed001.txt	0	smed001
corpus\smed003.txt	-1	smed003
corpus\smed005.txt	39	smed005
corpus\smed015.txt	0	smed015
corpus\smed017.txt	-1	smed017
corpus\smee018.txt	6	smee018
corpus\smel005.txt	17	smel005
corpus\smet012.txt	0	smet012
corpus\smet060.txt	-1	smet060
corpus\smet072.txt	-1	smet072
corpus\smey001.txt	2	smey001
corpus\smey003.txt	15	smey003
corpus\smid003.txt	-1	smid003
corpus\smid008.txt	-1	smid008
corpus\smid009.txt	17	smid009
corpus\smil002.txt	1	smil002
corpus\smit006.txt	0	smit006
corpus\smit014.txt	-1	smit014
corpus\smit017.txt	2	smit017
corpus\smit021.txt	0	smit021
corpus\smit022.txt	0	smit022
corpus\smit037.txt	3	smit037
corpus\smit039.txt	1	smit039
corpus\smit040.txt	0	smit040
corpus\smit045.txt	3	smit045
corpus\smit057.txt	24	smit057
corpus\smit060.txt	1	smit060
corpus\smit061.txt	1	smit061
corpus\smit181.txt	0	smit181
corpus\smit247.txt	0	smit247
corpus\smoo002.txt	23	smoo002
corpus\smul003.txt	0	smul003
corpus\snee006.txt	-1	snee006
corpus\snel004.txt	1	snel004
corpus\snel012.txt	1	snel012
corpus\snel016.txt	8	snel016
corpus\snet004.txt	1	snet004
corpus\snet006.txt	-1	snet006
corpus\sney002.txt	36	sney002
corpus\snic001.txt	0	snic001
corpus\snij008.txt	24	snij008
corpus\snij010.txt	-1	snij010
corpus\snij011.txt	0	snij011
corpus\snij015.txt	3	snij015
corpus\snit002.txt	0	snit002
corpus\snoe003.txt	51	snoe003
corpus\snoe004.txt	0	snoe004
corpus\snoe027.txt	-1	snoe027
corpus\snoe032.txt	2	snoe032
corpus\snou004.txt	23	snou004
corpus\snoy003.txt	-1	snoy003
corpus\sobr002.txt	-1	sobr002
corpus\soed003.txt	-1	soed003
corpus\soen007.txt	9	soen007
corpus\soen008.txt	-1	soen008
corpus\soen016.txt	4	soen016
corpus\soet005.txt	-1	soet005
corpus\soet027.txt	-1	soet027
corpus\soll002.txt	4	soll002
corpus\some033.txt	6	some033
corpus\sond001.txt	0	sond001
corpus\sons003.txt	0	sons003
corpus\son_001.txt	1	son_001
corpus\son_019.txt	0	son_019
corpus\soon001.txt	2	soon001
corpus\sopp001.txt	-1	sopp001
corpus\sore005.txt	0	sore005
corpus\sorg008.txt	21	sorg008
corpus\sorm001.txt	1	sorm001
corpus\sote001.txt	32	sote001
corpus\sote002.txt	20	sote002
corpus\sour001.txt	0	sour001
corpus\spaa005.txt	-1	spaa005
corpus\spaa007.txt	0	spaa007
corpus\spaa015.txt	24	spaa015
corpus\spae002.txt	-1	spae002
corpus\span028.txt	-1	span028
corpus\span035.txt	0	span035
corpus\spau001.txt	0	spau001
corpus\spee004.txt	0	spee004
corpus\spee024.txt	0	spee024
corpus\spel001.txt	0	spel001
corpus\sper001.txt	0	sper001
corpus\spey003.txt	5	spey003
corpus\spey013.txt	0	spey013
corpus\spie005.txt	0	spie005
corpus\spie010.txt	-1	spie010
corpus\spie038.txt	-1	spie038
corpus\spie047.txt	-1	spie047
corpus\spig001.txt	1	spig001
corpus\spij003.txt	-1	spij003
corpus\spij004.txt	-1	spij004
corpus\spil001.txt	0	spil001
corpus\spin002.txt	2	spin002
corpus\spir009.txt	-1	spir009
corpus\spit010.txt	4	spit010
corpus\spli011.txt	0	spli011
corpus\spoe008.txt	39	spoe008
corpus\spoo004.txt	0	spoo004
corpus\spoo017.txt	-1	spoo017
corpus\spri003.txt	0	spri003
corpus\spri004.txt	0	spri004
corpus\spri017.txt	0	spri017
corpus\spro005.txt	33	spro005
corpus\spro010.txt	19	spro010
corpus\spru005.txt	2	spru005
corpus\spru012.txt	0	spru012
corpus\staa009.txt	2	staa009
corpus\staa012.txt	9	staa012
corpus\staa027.txt	-1	staa027
corpus\stad004.txt	2	stad004
corpus\stae003.txt	0	stae003
corpus\staf005.txt	0	staf005
corpus\stah001.txt	0	stah001
corpus\stak001.txt	-1	stak001
corpus\stal012.txt	-1	stal012
corpus\stam013.txt	-1	stam013
corpus\stan004.txt	0	stan004
corpus\stap002.txt	0	stap002
corpus\stap004.txt	-1	stap004
corpus\stap009.txt	1	stap009
corpus\stap035.txt	0	stap035
corpus\star004.txt	1	star004
corpus\star008.txt	13	star008
corpus\star012.txt	-1	star012
corpus\star014.txt	-1	star014
corpus\star016.txt	0	star016
corpus\star036.txt	2	star036
corpus\star052.txt	0	star052
corpus\stas001.txt	0	stas001
corpus\stat001.txt	3	stat001
corpus\stat008.txt	-1	stat008
corpus\stau003.txt	-1	stau003
corpus\stav003.txt	5	stav003
corpus\stav004.txt	0	stav004
corpus\stee002.txt	-1	stee002
corpus\stee003.txt	-1	stee003
corpus\stee007.txt	0	stee007
corpus\stee008.txt	1	stee008
corpus\stee009.txt	7	stee009
corpus\stee011.txt	0	stee011
corpus\stee013.txt	0	stee013
corpus\stee019.txt	14	stee019
corpus\stee024.txt	-1	stee024
corpus\stee029.txt	46	stee029
corpus\stee030.txt	10	stee030
corpus\stee057.txt	35	stee057
corpus\stee112.txt	0	stee112
corpus\stee114.txt	-1	stee114
corpus\stee115.txt	0	stee115
corpus\stee168.txt	8	stee168
corpus\stee186.txt	-1	stee186
corpus\stee214.txt	0	stee214
corpus\stee222.txt	-1	stee222
corpus\steg005.txt	0	steg005
corpus\steg013.txt	-1	steg013
corpus\steg029.txt	0	steg029
corpus\stei009.txt	34	stei009
corpus\stei011.txt	0	stei011
corpus\stei012.txt	8	stei012
corpus\stei013.txt	0	stei013
corpus\stei041.txt	18	stei041
corpus\stei048.txt	0	stei048
corpus\stek005.txt	17	stek005
corpus\stel010.txt	-1	stel010
corpus\stem003.txt	-1	stem003
corpus\stem011.txt	15	stem011
corpus\sten003.txt	1	sten003
corpus\ster002.txt	17	ster002
corpus\ster005.txt	0	ster005
corpus\ster007.txt	3	ster007
corpus\ster020.txt	1	ster020
corpus\ster023.txt	-1	ster023
corpus\ster024.txt	7	ster024
corpus\ster032.txt	36	ster032
corpus\ster085.txt	0	ster085
corpus\ster086.txt	0	ster086
corpus\steu005.txt	-1	steu005
corpus\steu007.txt	-1	steu007
corpus\stev007.txt	0	stev007
corpus\stev035.txt	-1	stev035
corpus\stev055.txt	0	stev055
corpus\stey005.txt	0	stey005
corpus\stey009.txt	5	stey009
corpus\stey021.txt	-1	stey021
corpus\stib003.txt	10	stib003
corpus\stib005.txt	0	stib005
corpus\stie006.txt	-1	stie006
corpus\stie007.txt	4	stie007
corpus\stie011.txt	21	stie011
corpus\stig005.txt	-1	stig005
corpus\stik002.txt	-1	stik002
corpus\stin001.txt	-1	stin001
corpus\stip002.txt	21	stip002
corpus\stip011.txt	0	stip011
corpus\stit001.txt	0	stit001
corpus\stoc002.txt	16	stoc002
corpus\stoe001.txt	-1	stoe001
corpus\stoe002.txt	0	stoe002
corpus\stok002.txt	11	stok002
corpus\stok003.txt	9	stok003
corpus\stok008.txt	1	stok008
corpus\stok009.txt	-1	stok009
corpus\stok010.txt	1	stok010
corpus\stok012.txt	-1	stok012
corpus\stok018.txt	4	stok018
corpus\stok020.txt	0	stok020
corpus\stol002.txt	0	stol002
corpus\stol005.txt	-1	stol005
corpus\stol009.txt	13	stol009
corpus\stol014.txt	7	stol014
corpus\stol019.txt	-1	stol019
corpus\stol030.txt	0	stol030
corpus\stol044.txt	5	stol044
corpus\stol045.txt	2	stol045
corpus\stol060.txt	0	stol060
corpus\stom008.txt	-1	stom008
corpus\stoo001.txt	2	stoo001
corpus\stoo006.txt	0	stoo006
corpus\stop002.txt	-1	stop002
corpus\stor068.txt	0	stor068
corpus\stou006.txt	-1	stou006
corpus\stra007.txt	2	stra007
corpus\stra009.txt	0	stra009
corpus\stra010.txt	0	stra010
corpus\stra028.txt	-1	stra028
corpus\stra033.txt	8	stra033
corpus\stra035.txt	-1	stra035
corpus\stra072.txt	6	stra072
corpus\stra107.txt	-1	stra107
corpus\stra126.txt	0	stra126
corpus\stre002.txt	44	stre002
corpus\stre006.txt	1	stre006
corpus\stre009.txt	0	stre009
corpus\stri011.txt	7	stri011
corpus\stri012.txt	0	stri012
corpus\stri020.txt	3	stri020
corpus\stri045.txt	2	stri045
corpus\stri060.txt	-1	stri060
corpus\stro004.txt	18	stro004
corpus\stro008.txt	26	stro008
corpus\stro009.txt	44	stro009
corpus\stro018.txt	3	stro018
corpus\stro038.txt	0	stro038
corpus\stro058.txt	0	stro058
corpus\stru003.txt	-1	stru003
corpus\stru007.txt	-1	stru007
corpus\stru024.txt	6	stru024
corpus\stry006.txt	7	stry006
corpus\stue001.txt	-1	stue001
corpus\stue004.txt	4	stue004
corpus\stui002.txt	0	stui002
corpus\stul004.txt	2	stul004
corpus\stur001.txt	-1	stur001
corpus\stut001.txt	8	stut001
corpus\stut002.txt	0	stut002
corpus\stuu001.txt	3	stuu001
corpus\stuu003.txt	2	stuu003
corpus\stuy007.txt	-1	stuy007
corpus\such003.txt	0	such003
corpus\such007.txt	10	such007
corpus\suri001.txt	0	suri001
corpus\suri013.txt	2	suri013
corpus\suri018.txt	2	suri018
corpus\sute001.txt	3	sute001
corpus\sutt004.txt	-1	sutt004
corpus\suys001.txt	6	suys001
corpus\swaa005.txt	-1	swaa005
corpus\swaa018.txt	0	swaa018
corpus\swae005.txt	1	swae005
corpus\swae009.txt	1	swae009
corpus\swal001.txt	-1	swal001
corpus\swal010.txt	-1	swal010
corpus\swan005.txt	0	swan005
corpus\swar001.txt	0	swar001
corpus\swar008.txt	0	swar008
corpus\swar017.txt	-1	swar017
corpus\swar045.txt	0	swar045
corpus\swee030.txt	31	swee030
corpus\swel007.txt	33	swel007
corpus\swig002.txt	3	swig002
corpus\swil002.txt	3	swil002
corpus\swin003.txt	0	swin003
corpus\syat001.txt	-1	syat001
corpus\sybe004.txt	1	sybe004
corpus\sybe005.txt	50	sybe005
corpus\symo001.txt	49	symo001
corpus\symo009.txt	2	symo009
corpus\szek002.txt	0	szek002
corpus\szel001.txt	0	szel001
corpus\szir002.txt	-1	szir002
corpus\tack001.txt	1	tack001
corpus\tade001.txt	1	tade001
corpus\tael002.txt	3	tael002
corpus\tael008.txt	0	tael008
corpus\tael011.txt	-1	tael011
corpus\tak_003.txt	-1	tak_003
corpus\tall004.txt	-1	tall004
corpus\tamm001.txt	2	tamm001
corpus\tamm005.txt	0	tamm005
corpus\tamm007.txt	-1	tamm007
corpus\tans001.txt	1	tans001
corpus\tan_003.txt	0	tan_003
corpus\tasi001.txt	-1	tasi001
corpus\tas_002.txt	17	tas_002
corpus\tave005.txt	1	tave005
corpus\taym002.txt	-1	taym002
corpus\teco001.txt	30	teco001
corpus\tedi003.txt	-1	tedi003
corpus\teen003.txt	1	teen003
corpus\teer009.txt	-1	teer009
corpus\tees001.txt	2	tees001
corpus\teeu003.txt	48	teeu003
corpus\teic001.txt	18	teic001
corpus\teil002.txt	38	teil002
corpus\teip001.txt	1	teip001
corpus\teir001.txt	0	teir001
corpus\teir002.txt	-1	teir002
corpus\teis001.txt	0	teis001
corpus\teld001.txt	2	teld001
corpus\teld003.txt	11	teld003
corpus\tell002.txt	-1	tell002
corpus\tell003.txt	0	tell003
corpus\tell004.txt	-1	tell004
corpus\telt003.txt	-1	telt003
corpus\temm021.txt	0	temm021
corpus\temp003.txt	25	temp003
corpus\tent001.txt	0	tent001
corpus\terb001.txt	0	terb001
corpus\terb002.txt	0	terb002
corpus\terb004.txt	2	terb004
corpus\terg001.txt	0	terg001
corpus\term002.txt	-1	term002
corpus\terp001.txt	-1	terp001
corpus\terp008.txt	1	terp008
corpus\ters002.txt	9	ters002
corpus\terv002.txt	3	terv002
corpus\terv005.txt	-1	terv005
corpus\terw001.txt	-1	terw001
corpus\tesc001.txt	-1	tesc001
corpus\teul003.txt	6	teul003
corpus\tex_003.txt	1	tex_003
corpus\tex_005.txt	-1	tex_005
corpus\tex_006.txt	-1	tex_006
corpus\tex_009.txt	43	tex_009
corpus\teyl002.txt	0	teyl002
corpus\than001.txt	0	than001
corpus\theu003.txt	0	theu003
corpus\they006.txt	-1	they006
corpus\thie004.txt	2	thie004
corpus\thie017.txt	5	thie017
corpus\thie030.txt	4	thie030
corpus\thie064.txt	5	thie064
corpus\thij002.txt	0	thij002
corpus\thij006.txt	3	thij006
corpus\thij008.txt	39	thij008
corpus\thij015.txt	-1	thij015
corpus\thil001.txt	0	thil001
corpus\thir001.txt	0	thir001
corpus\thom004.txt	16	thom004
corpus\thom012.txt	0	thom012
corpus\thom019.txt	29	thom019
corpus\thom051.txt	5	thom051
corpus\thom063.txt	-1	thom063
corpus\thor003.txt	12	thor003
corpus\thor005.txt	0	thor005
corpus\thor007.txt	-1	thor007
corpus\thun005.txt	5	thun005
corpus\thus001.txt	2	thus001
corpus\thuy001.txt	-1	thuy001
corpus\thys001.txt	1	thys001
corpus\thys013.txt	2	thys013
corpus\tich005.txt	-1	tich005
corpus\tich009.txt	4	tich009
corpus\tich011.txt	-1	tich011
corpus\tide004.txt	-1	tide004
corpus\tide005.txt	19	tide005
corpus\tieg001.txt	34	tieg001
corpus\tiek002.txt	48	tiek002
corpus\tiel001.txt	2	tiel001
corpus\tiel002.txt	4	tiel002
corpus\tiel005.txt	0	tiel005
corpus\tiel006.txt	13	tiel006
corpus\tiel017.txt	0	tiel017
corpus\tien002.txt	0	tien002
corpus\tigg004.txt	0	tigg004
corpus\tijd004.txt	-1	tijd004
corpus\tije002.txt	-1	tije002
corpus\tijn001.txt	-1	tijn001
corpus\tijn003.txt	-1	tijn003
corpus\tijs004.txt	-1	tijs004
corpus\till003.txt	0	till003
corpus\till021.txt	2	till021
corpus\till023.txt	0	till023
corpus\tilm004.txt	-1	tilm004
corpus\timm002.txt	-1	timm002
corpus\timm010.txt	0	timm010
corpus\timm012.txt	0	timm012
corpus\timm017.txt	2	timm017
corpus\timm048.txt	1	timm048
corpus\tinb001.txt	1	tinb001
corpus\tinb002.txt	12	tinb002
corpus\tind001.txt	1	tind001
corpus\ting003.txt	0	ting003
corpus\tirt001.txt	2	tirt001
corpus\tjal007.txt	-1	tjal007
corpus\tjan001.txt	-1	tjan001
corpus\tobb002.txt	0	tobb002
corpus\tobi001.txt	0	tobi001
corpus\todo001.txt	-1	todo001
corpus\toit005.txt	1	toit005
corpus\toit006.txt	1	toit006
corpus\tolh002.txt	-1	tolh002
corpus\toll001.txt	3	toll001
corpus\toll011.txt	-1	toll011
corpus\toll027.txt	-1	toll027
corpus\tolm001.txt	15	tolm001
corpus\tol_006.txt	7	tol_006
corpus\tol_016.txt	0	tol_016
corpus\toma004.txt	0	toma004
corpus\tomb001.txt	3	tomb001
corpus\tong001.txt	0	tong001
corpus\tonn003.txt	2	tonn003
corpus\toon003.txt	1	toon003
corpus\toor001.txt	0	toor001
corpus\toor002.txt	4	toor002
corpus\toor004.txt	-1	toor004
corpus\toor005.txt	0	toor005
corpus\toot001.txt	0	toot001
corpus\toph001.txt	0	toph001
corpus\torf007.txt	-1	torf007
corpus\torn005.txt	16	torn005
corpus\toub001.txt	11	toub001
corpus\tour003.txt	-1	tour003
corpus\tour005.txt	-1	tour005
corpus\tous004.txt	0	tous004
corpus\tous005.txt	-1	tous005
corpus\touw002.txt	-1	touw002
corpus\trab002.txt	0	trab002
corpus\trap006.txt	-1	trap006
corpus\trem005.txt	-1	trem005
corpus\tren001.txt	-1	tren001
corpus\treu001.txt	-1	treu001
corpus\treu002.txt	-1	treu002
corpus\treu004.txt	-1	treu004
corpus\trev001.txt	18	trev001
corpus\tric001.txt	-1	tric001
corpus\trie011.txt	21	trie011
corpus\trim002.txt	33	trim002
corpus\trim003.txt	-1	trim003
corpus\trol001.txt	0	trol001
corpus\trom001.txt	21	trom001
corpus\trom003.txt	-1	trom003
corpus\trom027.txt	0	trom027
corpus\trui001.txt	-1	trui001
corpus\tsjo001.txt	40	tsjo001
corpus\tsju001.txt	0	tsju001
corpus\tudo001.txt	52	tudo001
corpus\tuin001.txt	-1	tuin001
corpus\tuin002.txt	28	tuin002
corpus\tuin009.txt	3	tuin009
corpus\tulk002.txt	0	tulk002
corpus\turk015.txt	0	turk015
corpus\tur_001.txt	0	tur_001
corpus\twee003.txt	-1	twee003
corpus\twel001.txt	0	twel001
corpus\twil001.txt	3	twil001
corpus\uffe003.txt	39	uffe003
corpus\uhle001.txt	-1	uhle001
corpus\uhle002.txt	14	uhle002
corpus\uhle004.txt	3	uhle004
corpus\uild001.txt	-1	uild001
corpus\uilk002.txt	44	uilk002
corpus\uite004.txt	-1	uite004
corpus\uitm001.txt	-1	uitm001
corpus\unge006.txt	-1	unge006
corpus\unge008.txt	-1	unge008
corpus\unni001.txt	14	unni001
corpus\unni002.txt	-1	unni002
corpus\upho001.txt	0	upho001
