filename	topic	textID
corpus_final_ids\DIE_1923_29.txt	19	DIE_1923_29
corpus_final_ids\DIE_1923_3.txt	0	DIE_1923_3
corpus_final_ids\DIE_1923_30.txt	0	DIE_1923_30
corpus_final_ids\DIE_1923_31.txt	-1	DIE_1923_31
corpus_final_ids\DIE_1923_32.txt	0	DIE_1923_32
corpus_final_ids\DIE_1923_33.txt	0	DIE_1923_33
corpus_final_ids\DIE_1923_34.txt	9	DIE_1923_34
corpus_final_ids\DIE_1923_35.txt	1	DIE_1923_35
corpus_final_ids\DIE_1923_36.txt	24	DIE_1923_36
corpus_final_ids\DIE_1923_37.txt	-1	DIE_1923_37
corpus_final_ids\DIE_1923_38.txt	0	DIE_1923_38
corpus_final_ids\DIE_1923_39.txt	9	DIE_1923_39
corpus_final_ids\DIE_1923_4.txt	22	DIE_1923_4
corpus_final_ids\DIE_1923_40.txt	0	DIE_1923_40
corpus_final_ids\DIE_1923_41.txt	259	DIE_1923_41
corpus_final_ids\DIE_1923_42.txt	0	DIE_1923_42
corpus_final_ids\DIE_1923_43.txt	0	DIE_1923_43
corpus_final_ids\DIE_1923_44.txt	0	DIE_1923_44
corpus_final_ids\DIE_1923_45.txt	-1	DIE_1923_45
corpus_final_ids\DIE_1923_46.txt	-1	DIE_1923_46
corpus_final_ids\DIE_1923_47.txt	-1	DIE_1923_47
corpus_final_ids\DIE_1923_48.txt	0	DIE_1923_48
corpus_final_ids\DIE_1923_49.txt	0	DIE_1923_49
corpus_final_ids\DIE_1923_5.txt	-1	DIE_1923_5
corpus_final_ids\DIE_1923_50.txt	-1	DIE_1923_50
corpus_final_ids\DIE_1923_51.txt	-1	DIE_1923_51
corpus_final_ids\DIE_1923_52.txt	-1	DIE_1923_52
corpus_final_ids\DIE_1923_53.txt	-1	DIE_1923_53
corpus_final_ids\DIE_1923_54.txt	255	DIE_1923_54
corpus_final_ids\DIE_1923_55.txt	255	DIE_1923_55
corpus_final_ids\DIE_1923_56.txt	-1	DIE_1923_56
corpus_final_ids\DIE_1923_57.txt	25	DIE_1923_57
corpus_final_ids\DIE_1923_58.txt	-1	DIE_1923_58
corpus_final_ids\DIE_1923_59.txt	0	DIE_1923_59
corpus_final_ids\DIE_1923_6.txt	-1	DIE_1923_6
corpus_final_ids\DIE_1923_60.txt	0	DIE_1923_60
corpus_final_ids\DIE_1923_61.txt	31	DIE_1923_61
corpus_final_ids\DIE_1923_62.txt	24	DIE_1923_62
corpus_final_ids\DIE_1923_63.txt	1	DIE_1923_63
corpus_final_ids\DIE_1923_64.txt	25	DIE_1923_64
corpus_final_ids\DIE_1923_65.txt	0	DIE_1923_65
corpus_final_ids\DIE_1923_66.txt	24	DIE_1923_66
corpus_final_ids\DIE_1923_67.txt	-1	DIE_1923_67
corpus_final_ids\DIE_1923_68.txt	0	DIE_1923_68
corpus_final_ids\DIE_1923_69.txt	-1	DIE_1923_69
corpus_final_ids\DIE_1923_7.txt	0	DIE_1923_7
corpus_final_ids\DIE_1923_70.txt	-1	DIE_1923_70
corpus_final_ids\DIE_1923_71.txt	-1	DIE_1923_71
corpus_final_ids\DIE_1923_72.txt	0	DIE_1923_72
corpus_final_ids\DIE_1923_73.txt	12	DIE_1923_73
corpus_final_ids\DIE_1923_74.txt	-1	DIE_1923_74
corpus_final_ids\DIE_1923_75.txt	0	DIE_1923_75
corpus_final_ids\DIE_1923_76.txt	0	DIE_1923_76
corpus_final_ids\DIE_1923_77.txt	0	DIE_1923_77
corpus_final_ids\DIE_1923_78.txt	0	DIE_1923_78
corpus_final_ids\DIE_1923_79.txt	-1	DIE_1923_79
corpus_final_ids\DIE_1923_8.txt	-1	DIE_1923_8
corpus_final_ids\DIE_1923_80.txt	0	DIE_1923_80
corpus_final_ids\DIE_1923_81.txt	-1	DIE_1923_81
corpus_final_ids\DIE_1923_82.txt	0	DIE_1923_82
corpus_final_ids\DIE_1923_83.txt	6	DIE_1923_83
corpus_final_ids\DIE_1923_84.txt	0	DIE_1923_84
corpus_final_ids\DIE_1923_85.txt	-1	DIE_1923_85
corpus_final_ids\DIE_1923_86.txt	0	DIE_1923_86
corpus_final_ids\DIE_1923_87.txt	-1	DIE_1923_87
corpus_final_ids\DIE_1923_88.txt	-1	DIE_1923_88
corpus_final_ids\DIE_1923_89.txt	-1	DIE_1923_89
corpus_final_ids\DIE_1923_9.txt	1	DIE_1923_9
corpus_final_ids\DIE_1924_1.txt	-1	DIE_1924_1
corpus_final_ids\DIE_1924_10.txt	0	DIE_1924_10
corpus_final_ids\DIE_1924_100.txt	-1	DIE_1924_100
corpus_final_ids\DIE_1924_101.txt	-1	DIE_1924_101
corpus_final_ids\DIE_1924_102.txt	1	DIE_1924_102
corpus_final_ids\DIE_1924_103.txt	9	DIE_1924_103
corpus_final_ids\DIE_1924_104.txt	-1	DIE_1924_104
corpus_final_ids\DIE_1924_105.txt	9	DIE_1924_105
corpus_final_ids\DIE_1924_106.txt	0	DIE_1924_106
corpus_final_ids\DIE_1924_107.txt	-1	DIE_1924_107
corpus_final_ids\DIE_1924_108.txt	-1	DIE_1924_108
corpus_final_ids\DIE_1924_109.txt	0	DIE_1924_109
corpus_final_ids\DIE_1924_11.txt	-1	DIE_1924_11
corpus_final_ids\DIE_1924_110.txt	-1	DIE_1924_110
corpus_final_ids\DIE_1924_111.txt	0	DIE_1924_111
corpus_final_ids\DIE_1924_112.txt	0	DIE_1924_112
corpus_final_ids\DIE_1924_113.txt	-1	DIE_1924_113
corpus_final_ids\DIE_1924_114.txt	-1	DIE_1924_114
corpus_final_ids\DIE_1924_115.txt	-1	DIE_1924_115
corpus_final_ids\DIE_1924_12.txt	-1	DIE_1924_12
corpus_final_ids\DIE_1924_13.txt	-1	DIE_1924_13
corpus_final_ids\DIE_1924_14.txt	0	DIE_1924_14
corpus_final_ids\DIE_1924_15.txt	-1	DIE_1924_15
corpus_final_ids\DIE_1924_16.txt	180	DIE_1924_16
corpus_final_ids\DIE_1924_17.txt	0	DIE_1924_17
corpus_final_ids\DIE_1924_18.txt	-1	DIE_1924_18
corpus_final_ids\DIE_1924_19.txt	0	DIE_1924_19
corpus_final_ids\DIE_1924_2.txt	0	DIE_1924_2
corpus_final_ids\DIE_1924_20.txt	-1	DIE_1924_20
corpus_final_ids\DIE_1924_21.txt	-1	DIE_1924_21
corpus_final_ids\DIE_1924_22.txt	17	DIE_1924_22
corpus_final_ids\DIE_1924_23.txt	-1	DIE_1924_23
corpus_final_ids\DIE_1924_24.txt	0	DIE_1924_24
corpus_final_ids\DIE_1924_25.txt	-1	DIE_1924_25
corpus_final_ids\DIE_1924_26.txt	-1	DIE_1924_26
corpus_final_ids\DIE_1924_27.txt	0	DIE_1924_27
corpus_final_ids\DIE_1924_28.txt	-1	DIE_1924_28
corpus_final_ids\DIE_1924_29.txt	0	DIE_1924_29
corpus_final_ids\DIE_1924_3.txt	115	DIE_1924_3
corpus_final_ids\DIE_1924_30.txt	1	DIE_1924_30
corpus_final_ids\DIE_1924_31.txt	0	DIE_1924_31
corpus_final_ids\DIE_1924_32.txt	-1	DIE_1924_32
corpus_final_ids\DIE_1924_33.txt	0	DIE_1924_33
corpus_final_ids\DIE_1924_34.txt	-1	DIE_1924_34
corpus_final_ids\DIE_1924_35.txt	117	DIE_1924_35
corpus_final_ids\DIE_1924_36.txt	0	DIE_1924_36
corpus_final_ids\DIE_1924_37.txt	0	DIE_1924_37
corpus_final_ids\DIE_1924_38.txt	-1	DIE_1924_38
corpus_final_ids\DIE_1924_39.txt	-1	DIE_1924_39
corpus_final_ids\DIE_1924_4.txt	-1	DIE_1924_4
corpus_final_ids\DIE_1924_40.txt	-1	DIE_1924_40
corpus_final_ids\DIE_1924_41.txt	-1	DIE_1924_41
corpus_final_ids\DIE_1924_42.txt	-1	DIE_1924_42
corpus_final_ids\DIE_1924_43.txt	0	DIE_1924_43
corpus_final_ids\DIE_1924_44.txt	-1	DIE_1924_44
corpus_final_ids\DIE_1924_45.txt	0	DIE_1924_45
corpus_final_ids\DIE_1924_46.txt	0	DIE_1924_46
corpus_final_ids\DIE_1924_47.txt	25	DIE_1924_47
corpus_final_ids\DIE_1924_48.txt	0	DIE_1924_48
corpus_final_ids\DIE_1924_49.txt	282	DIE_1924_49
corpus_final_ids\DIE_1924_5.txt	128	DIE_1924_5
corpus_final_ids\DIE_1924_50.txt	-1	DIE_1924_50
corpus_final_ids\DIE_1924_51.txt	-1	DIE_1924_51
corpus_final_ids\DIE_1924_52.txt	-1	DIE_1924_52
corpus_final_ids\DIE_1924_53.txt	24	DIE_1924_53
corpus_final_ids\DIE_1924_54.txt	-1	DIE_1924_54
corpus_final_ids\DIE_1924_55.txt	-1	DIE_1924_55
corpus_final_ids\DIE_1924_56.txt	0	DIE_1924_56
corpus_final_ids\DIE_1924_57.txt	-1	DIE_1924_57
corpus_final_ids\DIE_1924_58.txt	-1	DIE_1924_58
corpus_final_ids\DIE_1924_59.txt	0	DIE_1924_59
corpus_final_ids\DIE_1924_6.txt	0	DIE_1924_6
corpus_final_ids\DIE_1924_60.txt	-1	DIE_1924_60
corpus_final_ids\DIE_1924_61.txt	0	DIE_1924_61
corpus_final_ids\DIE_1924_62.txt	0	DIE_1924_62
corpus_final_ids\DIE_1924_63.txt	0	DIE_1924_63
corpus_final_ids\DIE_1924_64.txt	0	DIE_1924_64
corpus_final_ids\DIE_1924_65.txt	-1	DIE_1924_65
corpus_final_ids\DIE_1924_66.txt	107	DIE_1924_66
corpus_final_ids\DIE_1924_67.txt	-1	DIE_1924_67
corpus_final_ids\DIE_1924_68.txt	0	DIE_1924_68
corpus_final_ids\DIE_1924_69.txt	-1	DIE_1924_69
corpus_final_ids\DIE_1924_7.txt	-1	DIE_1924_7
corpus_final_ids\DIE_1924_70.txt	-1	DIE_1924_70
corpus_final_ids\DIE_1924_71.txt	0	DIE_1924_71
corpus_final_ids\DIE_1924_72.txt	0	DIE_1924_72
corpus_final_ids\DIE_1924_73.txt	-1	DIE_1924_73
corpus_final_ids\DIE_1924_74.txt	-1	DIE_1924_74
corpus_final_ids\DIE_1924_75.txt	-1	DIE_1924_75
corpus_final_ids\DIE_1924_76.txt	-1	DIE_1924_76
corpus_final_ids\DIE_1924_77.txt	0	DIE_1924_77
corpus_final_ids\DIE_1924_78.txt	0	DIE_1924_78
corpus_final_ids\DIE_1924_79.txt	0	DIE_1924_79
corpus_final_ids\DIE_1924_8.txt	0	DIE_1924_8
corpus_final_ids\DIE_1924_80.txt	24	DIE_1924_80
corpus_final_ids\DIE_1924_81.txt	-1	DIE_1924_81
corpus_final_ids\DIE_1924_82.txt	0	DIE_1924_82
corpus_final_ids\DIE_1924_83.txt	0	DIE_1924_83
corpus_final_ids\DIE_1924_84.txt	-1	DIE_1924_84
corpus_final_ids\DIE_1924_85.txt	-1	DIE_1924_85
corpus_final_ids\DIE_1924_86.txt	19	DIE_1924_86
corpus_final_ids\DIE_1924_87.txt	-1	DIE_1924_87
corpus_final_ids\DIE_1924_88.txt	-1	DIE_1924_88
corpus_final_ids\DIE_1924_89.txt	0	DIE_1924_89
corpus_final_ids\DIE_1924_9.txt	180	DIE_1924_9
corpus_final_ids\DIE_1924_90.txt	-1	DIE_1924_90
corpus_final_ids\DIE_1924_91.txt	-1	DIE_1924_91
corpus_final_ids\DIE_1924_92.txt	0	DIE_1924_92
corpus_final_ids\DIE_1924_93.txt	-1	DIE_1924_93
corpus_final_ids\DIE_1924_94.txt	-1	DIE_1924_94
corpus_final_ids\DIE_1924_95.txt	1	DIE_1924_95
corpus_final_ids\DIE_1924_96.txt	-1	DIE_1924_96
corpus_final_ids\DIE_1924_97.txt	0	DIE_1924_97
corpus_final_ids\DIE_1924_98.txt	-1	DIE_1924_98
corpus_final_ids\DIE_1924_99.txt	0	DIE_1924_99
corpus_final_ids\DIE_1925_1.txt	-1	DIE_1925_1
corpus_final_ids\DIE_1925_10.txt	-1	DIE_1925_10
corpus_final_ids\DIE_1925_100.txt	15	DIE_1925_100
corpus_final_ids\DIE_1925_101.txt	163	DIE_1925_101
corpus_final_ids\DIE_1925_102.txt	-1	DIE_1925_102
corpus_final_ids\DIE_1925_103.txt	-1	DIE_1925_103
corpus_final_ids\DIE_1925_104.txt	-1	DIE_1925_104
corpus_final_ids\DIE_1925_105.txt	-1	DIE_1925_105
corpus_final_ids\DIE_1925_106.txt	0	DIE_1925_106
corpus_final_ids\DIE_1925_107.txt	0	DIE_1925_107
corpus_final_ids\DIE_1925_108.txt	0	DIE_1925_108
corpus_final_ids\DIE_1925_109.txt	-1	DIE_1925_109
corpus_final_ids\DIE_1925_11.txt	-1	DIE_1925_11
corpus_final_ids\DIE_1925_110.txt	137	DIE_1925_110
corpus_final_ids\DIE_1925_111.txt	-1	DIE_1925_111
corpus_final_ids\DIE_1925_112.txt	-1	DIE_1925_112
corpus_final_ids\DIE_1925_113.txt	209	DIE_1925_113
corpus_final_ids\DIE_1925_114.txt	-1	DIE_1925_114
corpus_final_ids\DIE_1925_115.txt	1	DIE_1925_115
corpus_final_ids\DIE_1925_116.txt	-1	DIE_1925_116
corpus_final_ids\DIE_1925_117.txt	-1	DIE_1925_117
corpus_final_ids\DIE_1925_12.txt	-1	DIE_1925_12
corpus_final_ids\DIE_1925_13.txt	-1	DIE_1925_13
corpus_final_ids\DIE_1925_14.txt	1	DIE_1925_14
corpus_final_ids\DIE_1925_15.txt	-1	DIE_1925_15
corpus_final_ids\DIE_1925_16.txt	0	DIE_1925_16
corpus_final_ids\DIE_1925_17.txt	0	DIE_1925_17
corpus_final_ids\DIE_1925_18.txt	-1	DIE_1925_18
corpus_final_ids\DIE_1925_19.txt	-1	DIE_1925_19
corpus_final_ids\DIE_1925_2.txt	72	DIE_1925_2
corpus_final_ids\DIE_1925_20.txt	1	DIE_1925_20
corpus_final_ids\DIE_1925_21.txt	1	DIE_1925_21
corpus_final_ids\DIE_1925_22.txt	61	DIE_1925_22
corpus_final_ids\DIE_1925_23.txt	11	DIE_1925_23
corpus_final_ids\DIE_1925_24.txt	0	DIE_1925_24
corpus_final_ids\DIE_1925_25.txt	0	DIE_1925_25
corpus_final_ids\DIE_1925_26.txt	-1	DIE_1925_26
corpus_final_ids\DIE_1925_27.txt	0	DIE_1925_27
corpus_final_ids\DIE_1925_28.txt	-1	DIE_1925_28
corpus_final_ids\DIE_1925_29.txt	-1	DIE_1925_29
corpus_final_ids\DIE_1925_3.txt	-1	DIE_1925_3
corpus_final_ids\DIE_1925_30.txt	0	DIE_1925_30
corpus_final_ids\DIE_1925_31.txt	-1	DIE_1925_31
corpus_final_ids\DIE_1925_32.txt	-1	DIE_1925_32
corpus_final_ids\DIE_1925_33.txt	-1	DIE_1925_33
corpus_final_ids\DIE_1925_34.txt	-1	DIE_1925_34
corpus_final_ids\DIE_1925_35.txt	-1	DIE_1925_35
corpus_final_ids\DIE_1925_36.txt	0	DIE_1925_36
corpus_final_ids\DIE_1925_37.txt	-1	DIE_1925_37
corpus_final_ids\DIE_1925_38.txt	1	DIE_1925_38
corpus_final_ids\DIE_1925_39.txt	-1	DIE_1925_39
corpus_final_ids\DIE_1925_4.txt	-1	DIE_1925_4
corpus_final_ids\DIE_1925_40.txt	0	DIE_1925_40
corpus_final_ids\DIE_1925_41.txt	0	DIE_1925_41
corpus_final_ids\DIE_1925_42.txt	221	DIE_1925_42
corpus_final_ids\DIE_1925_43.txt	-1	DIE_1925_43
corpus_final_ids\DIE_1925_44.txt	19	DIE_1925_44
corpus_final_ids\DIE_1925_45.txt	-1	DIE_1925_45
corpus_final_ids\DIE_1925_46.txt	-1	DIE_1925_46
corpus_final_ids\DIE_1925_47.txt	25	DIE_1925_47
corpus_final_ids\DIE_1925_48.txt	238	DIE_1925_48
corpus_final_ids\DIE_1925_49.txt	0	DIE_1925_49
corpus_final_ids\DIE_1925_5.txt	0	DIE_1925_5
corpus_final_ids\DIE_1925_50.txt	-1	DIE_1925_50
corpus_final_ids\DIE_1925_51.txt	0	DIE_1925_51
corpus_final_ids\DIE_1925_52.txt	-1	DIE_1925_52
corpus_final_ids\DIE_1925_53.txt	-1	DIE_1925_53
corpus_final_ids\DIE_1925_54.txt	0	DIE_1925_54
corpus_final_ids\DIE_1925_55.txt	0	DIE_1925_55
corpus_final_ids\DIE_1925_56.txt	-1	DIE_1925_56
corpus_final_ids\DIE_1925_57.txt	-1	DIE_1925_57
corpus_final_ids\DIE_1925_58.txt	-1	DIE_1925_58
corpus_final_ids\DIE_1925_59.txt	141	DIE_1925_59
corpus_final_ids\DIE_1925_6.txt	194	DIE_1925_6
corpus_final_ids\DIE_1925_60.txt	-1	DIE_1925_60
corpus_final_ids\DIE_1925_61.txt	0	DIE_1925_61
corpus_final_ids\DIE_1925_62.txt	0	DIE_1925_62
corpus_final_ids\DIE_1925_63.txt	-1	DIE_1925_63
corpus_final_ids\DIE_1925_64.txt	-1	DIE_1925_64
corpus_final_ids\DIE_1925_65.txt	-1	DIE_1925_65
corpus_final_ids\DIE_1925_66.txt	-1	DIE_1925_66
corpus_final_ids\DIE_1925_67.txt	-1	DIE_1925_67
corpus_final_ids\DIE_1925_68.txt	-1	DIE_1925_68
corpus_final_ids\DIE_1925_69.txt	16	DIE_1925_69
corpus_final_ids\DIE_1925_7.txt	-1	DIE_1925_7
corpus_final_ids\DIE_1925_70.txt	-1	DIE_1925_70
corpus_final_ids\DIE_1925_71.txt	0	DIE_1925_71
corpus_final_ids\DIE_1925_72.txt	0	DIE_1925_72
corpus_final_ids\DIE_1925_73.txt	-1	DIE_1925_73
corpus_final_ids\DIE_1925_74.txt	0	DIE_1925_74
corpus_final_ids\DIE_1925_75.txt	0	DIE_1925_75
corpus_final_ids\DIE_1925_76.txt	0	DIE_1925_76
corpus_final_ids\DIE_1925_77.txt	40	DIE_1925_77
corpus_final_ids\DIE_1925_78.txt	-1	DIE_1925_78
corpus_final_ids\DIE_1925_79.txt	-1	DIE_1925_79
corpus_final_ids\DIE_1925_8.txt	0	DIE_1925_8
corpus_final_ids\DIE_1925_80.txt	0	DIE_1925_80
corpus_final_ids\DIE_1925_81.txt	16	DIE_1925_81
corpus_final_ids\DIE_1925_82.txt	-1	DIE_1925_82
corpus_final_ids\DIE_1925_83.txt	-1	DIE_1925_83
corpus_final_ids\DIE_1925_84.txt	0	DIE_1925_84
corpus_final_ids\DIE_1925_85.txt	-1	DIE_1925_85
corpus_final_ids\DIE_1925_86.txt	67	DIE_1925_86
corpus_final_ids\DIE_1925_87.txt	0	DIE_1925_87
corpus_final_ids\DIE_1925_88.txt	19	DIE_1925_88
corpus_final_ids\DIE_1925_89.txt	9	DIE_1925_89
corpus_final_ids\DIE_1925_9.txt	19	DIE_1925_9
corpus_final_ids\DIE_1925_90.txt	71	DIE_1925_90
corpus_final_ids\DIE_1925_91.txt	-1	DIE_1925_91
corpus_final_ids\DIE_1925_92.txt	-1	DIE_1925_92
corpus_final_ids\DIE_1925_93.txt	-1	DIE_1925_93
corpus_final_ids\DIE_1925_94.txt	-1	DIE_1925_94
corpus_final_ids\DIE_1925_95.txt	0	DIE_1925_95
corpus_final_ids\DIE_1925_96.txt	1	DIE_1925_96
corpus_final_ids\DIE_1925_97.txt	-1	DIE_1925_97
corpus_final_ids\DIE_1925_98.txt	-1	DIE_1925_98
corpus_final_ids\DIE_1925_99.txt	0	DIE_1925_99
corpus_final_ids\DIE_1926_1.txt	72	DIE_1926_1
corpus_final_ids\DIE_1926_10.txt	0	DIE_1926_10
corpus_final_ids\DIE_1926_100.txt	-1	DIE_1926_100
corpus_final_ids\DIE_1926_101.txt	0	DIE_1926_101
corpus_final_ids\DIE_1926_102.txt	-1	DIE_1926_102
corpus_final_ids\DIE_1926_103.txt	61	DIE_1926_103
corpus_final_ids\DIE_1926_104.txt	-1	DIE_1926_104
corpus_final_ids\DIE_1926_105.txt	-1	DIE_1926_105
corpus_final_ids\DIE_1926_106.txt	0	DIE_1926_106
corpus_final_ids\DIE_1926_107.txt	-1	DIE_1926_107
corpus_final_ids\DIE_1926_108.txt	0	DIE_1926_108
corpus_final_ids\DIE_1926_109.txt	137	DIE_1926_109
corpus_final_ids\DIE_1926_11.txt	0	DIE_1926_11
corpus_final_ids\DIE_1926_110.txt	-1	DIE_1926_110
corpus_final_ids\DIE_1926_111.txt	0	DIE_1926_111
corpus_final_ids\DIE_1926_112.txt	-1	DIE_1926_112
corpus_final_ids\DIE_1926_113.txt	-1	DIE_1926_113
corpus_final_ids\DIE_1926_114.txt	-1	DIE_1926_114
corpus_final_ids\DIE_1926_115.txt	61	DIE_1926_115
corpus_final_ids\DIE_1926_116.txt	1	DIE_1926_116
corpus_final_ids\DIE_1926_117.txt	-1	DIE_1926_117
corpus_final_ids\DIE_1926_118.txt	0	DIE_1926_118
corpus_final_ids\DIE_1926_119.txt	0	DIE_1926_119
corpus_final_ids\DIE_1926_12.txt	141	DIE_1926_12
corpus_final_ids\DIE_1926_120.txt	0	DIE_1926_120
corpus_final_ids\DIE_1926_121.txt	0	DIE_1926_121
corpus_final_ids\DIE_1926_122.txt	-1	DIE_1926_122
corpus_final_ids\DIE_1926_123.txt	0	DIE_1926_123
corpus_final_ids\DIE_1926_124.txt	-1	DIE_1926_124
corpus_final_ids\DIE_1926_125.txt	-1	DIE_1926_125
corpus_final_ids\DIE_1926_126.txt	-1	DIE_1926_126
corpus_final_ids\DIE_1926_127.txt	61	DIE_1926_127
corpus_final_ids\DIE_1926_128.txt	9	DIE_1926_128
corpus_final_ids\DIE_1926_129.txt	0	DIE_1926_129
corpus_final_ids\DIE_1926_13.txt	-1	DIE_1926_13
corpus_final_ids\DIE_1926_130.txt	-1	DIE_1926_130
corpus_final_ids\DIE_1926_131.txt	1	DIE_1926_131
corpus_final_ids\DIE_1926_132.txt	0	DIE_1926_132
corpus_final_ids\DIE_1926_133.txt	0	DIE_1926_133
corpus_final_ids\DIE_1926_134.txt	0	DIE_1926_134
corpus_final_ids\DIE_1926_135.txt	0	DIE_1926_135
corpus_final_ids\DIE_1926_136.txt	0	DIE_1926_136
corpus_final_ids\DIE_1926_137.txt	-1	DIE_1926_137
corpus_final_ids\DIE_1926_138.txt	238	DIE_1926_138
corpus_final_ids\DIE_1926_139.txt	0	DIE_1926_139
corpus_final_ids\DIE_1926_14.txt	1	DIE_1926_14
corpus_final_ids\DIE_1926_140.txt	0	DIE_1926_140
corpus_final_ids\DIE_1926_141.txt	1	DIE_1926_141
corpus_final_ids\DIE_1926_142.txt	-1	DIE_1926_142
corpus_final_ids\DIE_1926_143.txt	-1	DIE_1926_143
corpus_final_ids\DIE_1926_144.txt	-1	DIE_1926_144
corpus_final_ids\DIE_1926_145.txt	-1	DIE_1926_145
corpus_final_ids\DIE_1926_146.txt	0	DIE_1926_146
corpus_final_ids\DIE_1926_147.txt	260	DIE_1926_147
corpus_final_ids\DIE_1926_148.txt	-1	DIE_1926_148
corpus_final_ids\DIE_1926_149.txt	0	DIE_1926_149
corpus_final_ids\DIE_1926_15.txt	0	DIE_1926_15
corpus_final_ids\DIE_1926_150.txt	20	DIE_1926_150
corpus_final_ids\DIE_1926_151.txt	173	DIE_1926_151
corpus_final_ids\DIE_1926_152.txt	-1	DIE_1926_152
corpus_final_ids\DIE_1926_153.txt	1	DIE_1926_153
corpus_final_ids\DIE_1926_154.txt	1	DIE_1926_154
corpus_final_ids\DIE_1926_155.txt	56	DIE_1926_155
corpus_final_ids\DIE_1926_16.txt	0	DIE_1926_16
corpus_final_ids\DIE_1926_17.txt	-1	DIE_1926_17
corpus_final_ids\DIE_1926_18.txt	0	DIE_1926_18
corpus_final_ids\DIE_1926_19.txt	0	DIE_1926_19
corpus_final_ids\DIE_1926_2.txt	-1	DIE_1926_2
corpus_final_ids\DIE_1926_20.txt	0	DIE_1926_20
corpus_final_ids\DIE_1926_21.txt	0	DIE_1926_21
corpus_final_ids\DIE_1926_22.txt	-1	DIE_1926_22
corpus_final_ids\DIE_1926_23.txt	0	DIE_1926_23
corpus_final_ids\DIE_1926_24.txt	0	DIE_1926_24
corpus_final_ids\DIE_1926_25.txt	0	DIE_1926_25
corpus_final_ids\DIE_1926_26.txt	0	DIE_1926_26
corpus_final_ids\DIE_1926_27.txt	0	DIE_1926_27
corpus_final_ids\DIE_1926_28.txt	-1	DIE_1926_28
corpus_final_ids\DIE_1926_29.txt	0	DIE_1926_29
corpus_final_ids\DIE_1926_3.txt	0	DIE_1926_3
corpus_final_ids\DIE_1926_30.txt	-1	DIE_1926_30
corpus_final_ids\DIE_1926_31.txt	-1	DIE_1926_31
corpus_final_ids\DIE_1926_32.txt	-1	DIE_1926_32
corpus_final_ids\DIE_1926_33.txt	-1	DIE_1926_33
corpus_final_ids\DIE_1926_34.txt	-1	DIE_1926_34
corpus_final_ids\DIE_1926_35.txt	91	DIE_1926_35
corpus_final_ids\DIE_1926_36.txt	0	DIE_1926_36
corpus_final_ids\DIE_1926_37.txt	-1	DIE_1926_37
corpus_final_ids\DIE_1926_38.txt	0	DIE_1926_38
corpus_final_ids\DIE_1926_39.txt	0	DIE_1926_39
corpus_final_ids\DIE_1926_4.txt	-1	DIE_1926_4
corpus_final_ids\DIE_1926_40.txt	-1	DIE_1926_40
corpus_final_ids\DIE_1926_41.txt	-1	DIE_1926_41
corpus_final_ids\DIE_1926_42.txt	0	DIE_1926_42
corpus_final_ids\DIE_1926_43.txt	-1	DIE_1926_43
corpus_final_ids\DIE_1926_44.txt	19	DIE_1926_44
corpus_final_ids\DIE_1926_45.txt	180	DIE_1926_45
corpus_final_ids\DIE_1926_46.txt	-1	DIE_1926_46
corpus_final_ids\DIE_1926_47.txt	-1	DIE_1926_47
corpus_final_ids\DIE_1926_48.txt	-1	DIE_1926_48
corpus_final_ids\DIE_1926_49.txt	0	DIE_1926_49
corpus_final_ids\DIE_1926_5.txt	1	DIE_1926_5
corpus_final_ids\DIE_1926_50.txt	-1	DIE_1926_50
corpus_final_ids\DIE_1926_51.txt	1	DIE_1926_51
corpus_final_ids\DIE_1926_52.txt	1	DIE_1926_52
corpus_final_ids\DIE_1926_53.txt	-1	DIE_1926_53
corpus_final_ids\DIE_1926_54.txt	0	DIE_1926_54
corpus_final_ids\DIE_1926_55.txt	0	DIE_1926_55
corpus_final_ids\DIE_1926_56.txt	0	DIE_1926_56
corpus_final_ids\DIE_1926_57.txt	167	DIE_1926_57
corpus_final_ids\DIE_1926_58.txt	9	DIE_1926_58
corpus_final_ids\DIE_1926_59.txt	-1	DIE_1926_59
corpus_final_ids\DIE_1926_6.txt	0	DIE_1926_6
corpus_final_ids\DIE_1926_60.txt	-1	DIE_1926_60
corpus_final_ids\DIE_1926_61.txt	41	DIE_1926_61
corpus_final_ids\DIE_1926_62.txt	-1	DIE_1926_62
corpus_final_ids\DIE_1926_63.txt	-1	DIE_1926_63
corpus_final_ids\DIE_1926_64.txt	297	DIE_1926_64
corpus_final_ids\DIE_1926_65.txt	-1	DIE_1926_65
corpus_final_ids\DIE_1926_66.txt	-1	DIE_1926_66
corpus_final_ids\DIE_1926_67.txt	0	DIE_1926_67
corpus_final_ids\DIE_1926_68.txt	0	DIE_1926_68
corpus_final_ids\DIE_1926_69.txt	0	DIE_1926_69
corpus_final_ids\DIE_1926_7.txt	-1	DIE_1926_7
corpus_final_ids\DIE_1926_70.txt	0	DIE_1926_70
corpus_final_ids\DIE_1926_71.txt	0	DIE_1926_71
corpus_final_ids\DIE_1926_72.txt	0	DIE_1926_72
corpus_final_ids\DIE_1926_73.txt	-1	DIE_1926_73
corpus_final_ids\DIE_1926_74.txt	19	DIE_1926_74
corpus_final_ids\DIE_1926_75.txt	-1	DIE_1926_75
corpus_final_ids\DIE_1926_76.txt	61	DIE_1926_76
corpus_final_ids\DIE_1926_77.txt	72	DIE_1926_77
